"年月日","牡羊座","牡牛座","双子座","蟹座","獅子座","乙女座","天秤座","蠍座","射手座","山羊座","水瓶座","魚座"
"20131018","2","3","5","4","7","1","6","11","12","10","9","8"
"20131019","5","8","3","7","2","11","6","10","1","12","4","9"
"20131020","10","8","11","1","6","12","9","3","2","5","7","4"
"20131021","7","4","8","3","11","10","9","6","2","12","5","1"
"20131022","3","2","5","7","10","1","6","4","11","8","9","12"
"20131023","8","9","12","1","5","3","2","11","6","4","7","10"
"20131024","11","8","7","10","3","5","12","1","4","2","9","6"
"20131025","6","2","9","3","11","8","10","7","4","1","12","5"
"20131026","11","7","1","5","2","12","8","9","6","3","10","4"
"20131027","5","8","1","7","4","3","9","11","10","6","12","2"
"20131028","9","7","8","1","3","2","10","4","6","12","11","5"
"20131029","11","5","3","12","1","9","6","8","7","4","10","2"
"20131030","1","9","5","4","10","8","2","12","6","11","7","3"
"20131031","3","11","9","4","6","10","12","2","8","5","7","1"
"20131101","8","12","3","6","10","5","2","1","11","9","7","4"
"20131102","9","2","4","6","10","7","12","1","11","5","8","3"
"20131103","2","7","10","5","12","4","8","1","6","11","9","3"
"20131104","7","3","9","4","5","8","11","12","2","6","1","10"
"20131105","1","2","7","4","10","5","6","12","3","8","11","9"
"20131106","9","3","12","6","7","4","1","11","10","5","8","2"
"20131107","4","2","8","5","6","3","7","9","10","12","1","11"
"20131108","12","3","6","9","1","4","10","5","11","8","2","7"
"20131109","4","12","5","10","6","9","2","11","8","3","7","1"
"20131110","3","4","2","1","7","9","6","5","12","8","10","11"
"20131111","8","6","3","12","11","5","2","7","10","4","1","9"
"20131112","11","7","8","2","1","4","3","10","5","6","9","12"
"20131113","10","12","3","11","7","9","4","8","2","6","1","5"
"20131114","7","9","8","11","5","4","12","2","3","6","1","10"
"20131115","3","5","6","1","2","12","10","7","4","8","11","9"
"20131116","1","3","2","4","10","9","7","8","5","6","11","12"
"20131117","1","9","6","8","10","7","11","2","3","4","5","12"
"20131118","8","6","2","9","11","10","12","1","5","3","4","7"
"20131119","9","6","8","7","2","10","12","11","5","1","3","4"
"20131120","7","12","6","4","5","3","8","11","10","9","2","1"
"20131121","3","1","9","7","8","12","5","11","6","4","2","10"
"20131122","5","10","6","12","4","8","7","2","11","9","1","3"
"20131123","1","4","6","12","5","10","11","3","7","2","9","8"
"20131124","5","4","3","9","1","11","10","7","6","2","12","8"
"20131125","10","3","9","1","5","2","4","12","8","7","6","11"
"20131126","7","3","2","9","10","4","1","12","5","8","11","6"
"20131127","2","10","7","8","12","3","9","5","11","6","4","1"
"20131128","11","8","9","4","3","5","2","1","12","10","6","7"
"20131129","11","12","3","10","1","9","8","2","5","4","6","7"
"20131130","2","10","4","3","1","8","5","7","6","11","12","9"
"20131201","12","11","1","10","7","9","8","6","3","4","2","5"
"20131202","6","1","11","10","5","9","8","3","12","7","2","4"
"20131203","9","2","6","8","1","4","7","11","10","12","5","3"
"20131204","11","9","8","2","5","3","4","6","12","7","10","1"
"20131205","2","4","7","12","5","11","8","6","3","1","9","10"
"20131206","2","8","1","4","9","5","10","3","6","7","12","11"
"20131207","12","11","10","9","1","3","4","5","2","7","6","8"
"20131208","4","8","10","5","11","2","7","6","1","12","3","9"
"20131209","8","10","9","6","11","7","1","12","2","5","3","4"
"20131210","1","10","9","8","12","6","2","5","4","11","3","7"
"20131211","7","3","5","9","11","6","2","8","12","1","10","4"
"20131212","4","11","3","9","5","6","12","7","2","1","10","8"
"20131213","3","1","9","11","8","2","4","5","7","12","6","10"
"20131214","8","4","11","2","10","1","7","12","5","6","3","9"
"20131215","8","11","12","10","3","7","5","2","1","6","4","9"
"20131216","10","8","12","2","3","7","4","9","6","1","11","5"
"20131217","10","2","3","5","7","12","1","6","4","8","11","9"
"20131218","1","11","10","6","9","12","4","8","3","2","7","5"
"20131219","8","4","2","10","7","11","9","12","5","3","1","6"
"20131220","1","2","6","12","5","11","8","10","4","7","3","9"
"20131221","3","9","1","6","4","5","2","11","8","7","10","12"
"20131222","12","6","11","3","1","10","7","5","9","8","4","2"
"20131223","3","9","8","6","10","1","11","4","2","12","7","5"
"20131224","1","10","7","11","12","2","8","3","4","9","5","6"
"20131225","8","7","9","1","6","3","2","12","11","10","5","4"
"20131226","4","7","11","5","1","9","10","12","8","3","6","2"
"20131227","1","9","6","2","10","4","11","5","7","3","8","12"
"20131228","6","4","1","11","9","5","2","8","12","10","3","7"
"20131229","7","9","4","11","3","8","10","6","5","2","12","1"
"20131230","2","5","1","12","8","3","11","9","6","10","4","7"
"20131231","4","6","8","3","2","10","7","1","12","5","11","9"
"20140101","11","7","12","8","10","3","9","4","5","1","6","2"
"20140102","4","11","9","5","7","1","12","2","10","3","8","6"
"20140103","9","1","6","7","12","3","11","5","4","10","8","2"
"20140104","6","7","2","3","10","1","8","4","5","11","9","12"
"20140105","7","2","8","6","10","3","4","12","9","5","1","11"
"20140106","5","3","8","10","11","4","6","7","9","1","12","2"
"20140107","11","12","5","2","4","3","7","6","8","9","1","10"
"20140108","9","5","10","1","4","11","2","6","8","12","7","3"
"20140109","5","12","11","1","6","9","2","10","8","3","4","7"
"20140110","1","5","2","3","10","12","6","9","8","4","7","11"
"20140111","6","11","12","7","2","3","9","5","4","10","8","1"
"20140112","7","9","11","3","10","12","5","4","2","1","6","8"
"20140113","7","5","1","10","4","3","11","2","6","12","8","9"
"20140114","2","1","8","9","10","5","11","6","4","7","12","3"
"20140115","9","4","2","12","1","3","5","6","10","8","11","7"
"20140116","5","10","11","1","3","6","4","2","12","8","9","7"
"20140117","8","6","11","1","2","3","7","10","5","12","4","9"
"20140118","3","10","12","2","9","5","8","4","1","7","6","11"
"20140119","2","11","4","12","5","3","9","8","10","1","6","7"
"20140120","4","11","5","10","12","7","3","2","1","6","8","9"
"20140121","8","1","12","3","6","9","4","7","10","11","2","5"
"20140122","5","10","9","12","6","8","4","2","11","7","1","3"
"20140123","10","3","6","5","8","4","1","12","9","11","2","7"
"20140124","12","2","4","7","10","11","1","9","8","5","3","6"
"20140125","12","2","10","8","4","1","9","6","3","7","5","11"
"20140126","5","12","6","8","2","9","3","4","7","1","11","10"
"20140127","1","12","3","10","9","8","2","4","7","5","6","11"
"20140128","2","5","4","9","3","7","12","1","10","8","6","11"
"20140129","12","1","10","4","7","6","3","8","9","11","2","5"
"20140130","5","2","8","3","7","6","9","1","4","12","10","11"
"20140131","2","11","9","1","8","12","10","6","4","3","5","7"
"20140201","7","8","4","11","2","5","10","12","6","9","1","3"
"20140202","2","3","7","5","6","12","11","10","1","4","9","8"
"20140203","4","7","5","8","1","9","11","6","3","10","2","12"
"20140204","6","7","9","4","3","5","8","12","10","2","1","11"
"20140205","11","12","4","5","1","8","9","6","2","7","3","10"
"20140206","5","12","9","2","10","1","6","3","7","11","4","8"
"20140207","11","10","6","1","2","4","3","9","5","12","8","7"
"20140208","12","10","3","5","8","9","2","6","1","7","11","4"
"20140209","8","7","3","4","12","6","1","9","2","10","11","5"
"20140210","1","10","5","3","4","6","12","2","9","11","7","8"
"20140211","8","2","7","10","12","9","3","11","4","5","1","6"
"20140212","3","12","2","4","7","6","11","9","5","1","10","8"
"20140213","4","5","11","12","3","7","8","10","2","1","6","9"
"20140214","6","11","8","5","10","9","12","2","4","1","3","7"
"20140215","12","10","2","8","7","4","3","11","1","5","6","9"
"20140216","12","3","9","10","1","7","4","6","8","11","5","2"
"20140217","3","1","2","7","6","5","10","9","4","8","11","12"
"20140218","4","11","12","10","1","9","7","5","6","2","8","3"
"20140219","12","4","8","7","9","1","11","2","6","5","10","3"
"20140220","3","6","5","2","7","11","4","10","12","8","1","9"
"20140221","1","12","2","9","7","5","6","4","11","10","8","3"
"20140222","10","6","2","9","4","3","8","1","12","7","5","11"
"20140223","3","11","12","1","2","8","9","4","5","6","7","10"
"20140224","12","8","6","10","5","7","9","11","2","3","1","4"
"20140225","8","11","1","7","3","2","6","10","12","5","9","4"
"20140226","3","2","10","7","6","11","9","8","4","1","5","12"
"20140227","10","8","5","12","1","3","6","11","2","7","9","4"
"20140228","7","2","9","10","3","1","5","12","6","11","8","4"
"20140301","7","9","2","10","6","1","11","12","3","4","8","5"
"20140302","4","3","10","9","2","6","12","11","1","8","5","7"
"20140303","10","8","6","4","7","1","9","5","2","3","12","11"
"20140304","2","6","4","12","7","9","8","11","10","1","3","5"
"20140305","12","8","2","1","11","4","10","7","3","5","6","9"
"20140306","1","7","5","10","9","3","4","8","11","12","6","2"
"20140307","6","11","12","3","4","10","7","5","1","9","8","2"
"20140308","9","12","2","11","3","1","4","7","5","8","10","6"
"20140309","6","4","12","1","10","3","8","9","11","2","5","7"
"20140310","9","2","3","8","4","11","7","12","1","10","6","5"
"20140311","3","7","8","1","5","11","9","2","12","4","10","6"
"20140312","4","3","2","11","7","12","6","1","9","5","10","8"
"20140313","3","1","8","6","11","10","5","4","12","7","9","2"
"20140314","11","3","7","6","10","1","2","12","8","9","4","5"
"20140315","2","9","6","12","1","7","10","5","11","4","8","3"
"20140316","6","4","7","12","10","3","11","5","8","9","2","1"
"20140317","10","9","2","12","8","5","6","11","4","3","1","7"
"20140318","5","3","11","2","10","9","1","8","7","6","12","4"
"20140319","9","4","11","12","8","5","10","2","7","6","1","3"
"20140320","12","3","4","9","5","6","2","1","11","10","8","7"
"20140321","9","10","3","12","2","6","4","8","1","7","5","11"
"20140322","6","7","11","3","4","10","1","9","2","8","5","12"
"20140323","5","11","4","12","2","3","10","6","8","1","7","9"
"20140324","5","1","8","3","11","10","9","2","4","7","6","12"
"20140325","10","7","11","6","3","4","1","9","12","2","5","8"
"20140326","9","3","11","6","5","2","1","12","4","8","7","10"
"20140327","5","6","9","11","7","1","3","2","10","8","4","12"
"20140328","10","9","1","7","12","8","11","5","6","4","3","2"
"20140329","3","10","12","1","11","6","8","2","7","5","9","4"
"20140330","9","1","10","8","4","6","11","3","5","7","12","2"
"20140331","9","7","1","8","3","2","10","5","4","6","11","12"
"20140401","5","6","2","7","1","3","11","9","12","10","4","8"
"20140402","5","10","12","2","3","4","11","8","1","7","6","9"
"20140403","2","11","7","1","5","12","10","4","8","9","3","6"
"20140404","1","6","11","9","4","8","3","2","12","5","7","10"
"20140405","11","2","10","12","6","1","7","9","4","5","8","3"
"20140406","8","6","9","11","2","4","3","5","12","1","10","7"
"20140407","1","10","12","11","9","5","4","7","2","3","6","8"
"20140408","8","9","1","6","3","11","10","5","2","4","7","12"
"20140409","12","5","3","6","4","8","1","9","2","10","7","11"
"20140410","4","6","8","12","2","1","10","11","9","7","3","5"
"20140411","11","6","4","9","7","8","5","10","3","2","12","1"
"20140412","5","8","10","11","1","9","12","2","3","6","4","7"
"20140413","11","8","10","1","6","2","5","12","3","4","7","9"
"20140414","9","6","3","10","1","12","4","2","8","7","5","11"
"20140415","9","7","6","1","5","3","11","12","10","8","2","4"
"20140416","2","7","8","11","9","10","3","4","1","6","5","12"
"20140417","5","6","7","8","2","1","11","4","3","10","9","12"
"20140418","2","3","10","6","1","9","4","8","11","7","12","5"
"20140419","10","2","6","3","9","11","12","1","8","4","5","7"
"20140420","8","4","10","7","12","9","11","3","1","5","6","2"
"20140421","4","3","9","2","1","12","11","7","6","10","8","5"
"20140422","7","1","6","2","8","11","4","3","5","10","9","12"
"20140423","3","5","8","9","10","7","11","4","6","12","1","2"
"20140424","11","5","8","3","10","1","12","6","7","4","9","2"
"20140425","9","8","12","7","10","11","5","2","1","3","6","4"
"20140426","8","7","12","11","2","6","1","5","3","4","9","10"
"20140427","5","4","2","3","12","10","9","11","1","8","7","6"
"20140428","4","7","2","12","9","11","3","1","8","5","6","10"
"20140429","9","12","7","5","11","8","4","2","1","10","6","3"
"20140430","10","11","1","12","4","3","9","7","6","5","2","8"
"20140501","6","12","10","2","11","3","8","5","9","7","4","1"
"20140502","2","5","3","11","9","10","12","6","4","1","7","8"
"20140503","6","5","11","9","3","8","4","2","7","10","12","1"
"20140504","8","10","12","2","5","11","1","6","7","3","4","9"
"20140505","11","3","8","10","5","1","12","4","7","2","6","9"
"20140506","3","2","12","5","4","11","10","1","9","6","7","8"
"20140507","12","5","3","1","10","7","6","9","11","2","8","4"
"20140508","4","8","5","2","12","9","1","3","11","7","6","10"
"20140509","11","10","8","3","6","1","2","5","7","4","12","9"
"20140510","3","12","11","5","4","7","8","10","2","6","1","9"
"20140511","6","8","9","11","7","4","5","3","1","10","2","12"
"20140512","12","5","4","7","8","3","1","11","2","6","10","9"
"20140513","3","6","12","9","11","8","2","10","4","5","7","1"
"20140514","9","7","3","11","10","2","4","8","1","6","12","5"
"20140515","4","2","11","10","12","5","7","8","6","9","3","1"
"20140516","11","9","10","7","5","6","8","1","4","3","12","2"
"20140517","6","12","5","11","10","1","3","4","7","8","9","2"
"20140518","8","1","12","5","11","6","2","4","9","10","7","3"
"20140519","7","11","1","10","9","12","8","2","4","3","6","5"
"20140520","4","11","10","7","6","3","12","1","8","5","2","9"
"20140521","8","10","5","3","6","4","9","7","12","11","2","1"
"20140522","3","2","10","9","5","12","6","8","4","11","7","1"
"20140523","9","11","4","5","12","6","2","1","10","3","7","8"
"20140524","2","8","3","9","12","7","4","5","1","6","10","11"
"20140525","9","11","5","4","8","6","2","7","3","1","12","10"
"20140526","2","11","6","1","3","5","10","9","7","4","8","12"
"20140527","5","3","6","12","7","10","11","2","1","9","8","4"
"20140528","3","9","5","12","2","10","1","6","4","8","7","11"
"20140529","9","7","12","8","1","3","6","5","2","10","11","4"
"20140530","6","2","11","8","3","10","1","9","7","12","5","4"
"20140531","2","6","11","12","10","1","3","7","4","5","9","8"
"20140601","11","8","10","2","1","9","5","12","3","4","7","6"
"20140602","9","12","2","10","11","3","1","8","4","6","7","5"
"20140603","12","2","10","1","8","11","7","4","3","5","9","6"
"20140604","4","6","9","2","7","10","11","5","3","8","1","12"
"20140605","2","12","1","5","4","7","10","8","9","6","3","11"
"20140606","5","3","11","7","1","12","10","8","6","9","2","4"
"20140607","9","10","1","2","12","5","6","8","7","3","11","4"
"20140608","10","11","1","5","7","12","8","2","3","6","9","4"
"20140609","10","4","1","12","9","7","3","2","11","8","6","5"
"20140610","8","1","2","9","11","10","6","3","5","4","12","7"
"20140611","8","2","11","9","5","3","12","6","10","1","4","7"
"20140612","5","11","10","6","1","4","12","3","8","2","9","7"
"20140613","1","2","5","7","9","10","6","11","8","12","4","3"
"20140614","3","2","6","12","5","4","7","10","1","9","11","8"
"20140615","1","7","9","2","5","6","3","4","12","11","10","8"
"20140616","9","11","12","1","5","7","2","10","8","3","6","4"
"20140617","2","12","9","7","11","8","4","10","5","6","3","1"
"20140618","11","7","6","12","8","9","1","4","3","5","10","2"
"20140619","9","5","2","8","3","7","1","4","10","11","12","6"
"20140620","5","4","8","11","12","6","3","10","2","1","9","7"
"20140621","3","7","2","6","10","12","8","4","5","1","11","9"
"20140622","2","11","10","6","3","12","5","9","4","7","8","1"
"20140623","3","6","1","5","7","12","8","11","2","4","10","9"
"20140624","9","6","11","1","7","5","2","4","10","12","3","8"
"20140625","5","12","1","8","6","4","10","2","7","3","11","9"
"20140626","3","8","10","5","1","11","9","2","6","12","7","4"
"20140627","6","10","1","5","7","12","9","11","3","2","4","8"
"20140628","8","12","5","10","6","7","2","11","1","4","3","9"
"20140629","7","9","5","3","1","10","11","2","6","4","8","12"
"20140630","6","4","3","12","5","7","2","8","1","9","10","11"
"20140701","3","7","11","12","4","5","8","2","10","9","6","1"
"20140702","1","3","10","5","4","12","9","6","8","11","7","2"
"20140703","12","9","4","2","11","6","1","7","8","3","10","5"
"20140704","6","5","12","7","9","8","4","10","11","1","3","2"
"20140705","1","2","7","5","11","6","12","4","8","10","3","9"
"20140706","1","9","5","10","6","2","11","7","3","4","12","8"
